image_path,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,label_name,label_id
yoga_poses_dataset/DATASET/TRAIN/downdog/00000128.jpg,0.21296326816082,0.3451539874076843,0.4865037202835083,0.23929251730442047,0.40440595149993896,0.5721580386161804,0.2664097845554352,0.4506748616695404,0.6391029357910156,0.25715821981430054,0.43533197045326233,0.6706528067588806,0.26471102237701416,0.4501049816608429,0.6935372948646545,0.3275214433670044,0.4211868345737457,0.7829327583312988,0.3188408315181732,0.41808900237083435,0.7802664041519165,0.25169119238853455,0.6088466048240662,0.8396319150924683,0.14523398876190186,0.3358527719974518,0.4920580983161926,0.03197849169373512,0.16659186780452728,0.1984979808330536,0.042228344827890396,0.21522073447704315,0.2711043357849121,0.2973936200141907,0.04926241934299469,0.47407665848731995,0.2708520293235779,0.050702840089797974,0.435744971036911,0.4538419246673584,0.27541014552116394,0.5885993838310242,0.399336576461792,0.24261212348937988,0.5225690603256226,0.14947186410427094,0.12736128270626068,0.16107280552387238,0.13011185824871063,0.11215593665838242,0.14929108321666718,downdog,0
yoga_poses_dataset/DATASET/TRAIN/downdog/00000129.jpg,0.22865977883338928,0.41044431924819946,0.5951493382453918,0.19431041181087494,0.3650655746459961,0.5409432649612427,0.18141549825668335,0.3419819474220276,0.5072434544563293,0.2327362596988678,0.38655105233192444,0.647717297077179,0.19977398216724396,0.3409155607223511,0.5737402439117432,0.3474940359592438,0.48573121428489685,0.8570993542671204,0.297126829624176,0.3925449252128601,0.7195416688919067,0.24560216069221497,0.6122217178344727,0.8041146993637085,0.24546800553798676,0.5969660878181458,0.799054741859436,0.1401616334915161,0.7291369438171387,0.8275606632232666,0.08280384540557861,0.38531115651130676,0.45881474018096924,0.2256840318441391,0.062364187091588974,0.3635041117668152,0.26627323031425476,0.07698425650596619,0.4254801869392395,0.4581816494464874,0.31516364216804504,0.6144722700119019,0.4211225211620331,0.2847994565963745,0.5689910054206848,0.40782397985458374,0.38816800713539124,0.46287328004837036,0.28784099221229553,0.27794256806373596,0.3346931040287018,downdog,0
yoga_poses_dataset/DATASET/TRAIN/downdog/00000130.jpg,0.2200651615858078,0.36969858407974243,0.539320170879364,0.24298810958862305,0.4282614588737488,0.6275457739830017,0.24105902016162872,0.42458072304725647,0.6245948076248169,0.2215566635131836,0.4070233106613159,0.6555885672569275,0.20943157374858856,0.3845691680908203,0.6225704550743103,0.2791185975074768,0.40812948346138,0.7683149576187134,0.30702918767929077,0.428947389125824,0.8140188455581665,0.16684962809085846,0.46047285199165344,0.6516015529632568,0.12470899522304535,0.329289972782135,0.484092652797699,0.11038929224014282,0.6855515241622925,0.8053631782531738,0.07948369532823563,0.41133034229278564,0.5107513070106506,0.2768513858318329,0.10730601102113724,0.4403495788574219,0.39980772137641907,0.17484039068222046,0.625888466835022,0.2614858150482178,0.20642802119255066,0.37097498774528503,0.2560523450374603,0.2012966424226761,0.361741840839386,0.6954498887062073,0.5690086483955383,0.7451356649398804,0.5540788769721985,0.4665094017982483,0.6214136481285095,downdog,0
yoga_poses_dataset/DATASET/TRAIN/downdog/00000131.jpg,0.1818881630897522,0.1713455319404602,0.30489736795425415,0.18474514782428741,0.18519757688045502,0.31351006031036377,0.1870996057987213,0.19093815982341766,0.32344675064086914,0.301466166973114,0.29962506890296936,0.5296291708946228,0.3522144556045532,0.3571479618549347,0.640381932258606,0.10730735212564468,0.08527302742004395,0.183427095413208,0.13341708481311798,0.11803832650184631,0.2771305441856384,0.34741654992103577,0.4881250560283661,0.7394946813583374,0.2197154462337494,0.34847599267959595,0.5718843936920166,0.1908135712146759,0.49303966760635376,0.5772809386253357,0.14931181073188782,0.42600709199905396,0.5667382478713989,0.06898672878742218,0.010724848136305809,0.09445744007825851,0.03894268348813057,0.008777971379458904,0.057408470660448074,0.23639574646949768,0.11380252242088318,0.28182026743888855,0.11347828805446625,0.062021397054195404,0.1477861851453781,0.17309367656707764,0.13219797611236572,0.19269704818725586,0.09489961713552475,0.07570365816354752,0.11456958204507828,downdog,0
yoga_poses_dataset/DATASET/TRAIN/downdog/00000132.png,0.26649391651153564,0.30229833722114563,0.4384692311286926,0.39937955141067505,0.43821975588798523,0.6341091990470886,0.3081333339214325,0.3373934030532837,0.48784762620925903,0.3585886061191559,0.3537108302116394,0.5490235686302185,0.40839359164237976,0.3973335027694702,0.6282114386558533,0.29652145504951477,0.2741510272026062,0.48176267743110657,0.3874937891960144,0.33479636907577515,0.6256742477416992,0.4551045000553131,0.4848770499229431,0.6639503836631775,0.34745892882347107,0.37932127714157104,0.5065624713897705,0.260986864566803,0.2977122962474823,0.34857651591300964,0.4550431966781616,0.533993124961853,0.5882181525230408,0.10467290878295898,0.07655735313892365,0.2532362639904022,0.03545249253511429,0.017319487407803535,0.06683722138404846,0.2722426652908325,0.40247780084609985,0.7252600789070129,0.1749066859483719,0.23928484320640564,0.4454402029514313,0.018696604296565056,0.04281364753842354,0.05715601146221161,0.04469555988907814,0.1277720332145691,0.14617176353931427,downdog,0
yoga_poses_dataset/DATASET/TRAIN/downdog/00000133.jpg,0.31664344668388367,0.5276069641113281,0.6805585026741028,0.2654067873954773,0.45573344826698303,0.5860438346862793,0.25445395708084106,0.4392387866973877,0.564219057559967,0.26982593536376953,0.4638139009475708,0.621595561504364,0.2573036849498749,0.4501769542694092,0.6011806130409241,0.32156169414520264,0.4943004548549652,0.7286057472229004,0.28469493985176086,0.41894015669822693,0.6257249712944031,0.28197965025901794,0.5809302926063538,0.7214696407318115,0.3059229254722595,0.5978391170501709,0.7642111778259277,0.2718498408794403,0.7585262656211853,0.8504107594490051,0.22454172372817993,0.5544905066490173,0.6541195511817932,0.4279021918773651,0.34818172454833984,0.7922964096069336,0.4011945426464081,0.32786867022514343,0.7413741946220398,0.3824777901172638,0.3851778507232666,0.6110106706619263,0.32512930035591125,0.32340553402900696,0.5151956677436829,0.22538267076015472,0.2656899392604828,0.3206263482570648,0.35111668705940247,0.41170257329940796,0.5035088658332825,downdog,0
yoga_poses_dataset/DATASET/TRAIN/downdog/00000134.jpg,0.2278030663728714,0.3883644640445709,0.625732958316803,0.18510685861110687,0.33618083596229553,0.5401650667190552,0.19250337779521942,0.3481980860233307,0.5602738857269287,0.18297547101974487,0.34655386209487915,0.6029194593429565,0.17469409108161926,0.3325086534023285,0.5738873481750488,0.2707456350326538,0.39563536643981934,0.8047500252723694,0.260432630777359,0.36368048191070557,0.7388043999671936,0.16353477537631989,0.4551759958267212,0.7066389322280884,0.1412205696105957,0.3537850081920624,0.5749272704124451,0.08670861274003983,0.6038370132446289,0.8082009553909302,0.06275119632482529,0.34727245569229126,0.4905415177345276,0.2591518759727478,0.09526729583740234,0.4786497950553894,0.15767990052700043,0.07004405558109283,0.2942175567150116,0.3022949695587158,0.202068030834198,0.4302273690700531,0.2954452335834503,0.19767701625823975,0.42020297050476074,0.25782036781311035,0.21646791696548462,0.31535547971725464,0.2992717921733856,0.24286237359046936,0.361588716506958,downdog,0
yoga_poses_dataset/DATASET/TRAIN/downdog/00000135.jpg,0.19614022970199585,0.27559494972229004,0.46921560168266296,0.2015611082315445,0.30992141366004944,0.5212687849998474,0.19773055613040924,0.30295705795288086,0.5095125436782837,0.22814296185970306,0.34739115834236145,0.6210573315620422,0.23632535338401794,0.3603372275829315,0.6417517066001892,0.2545526623725891,0.3077135384082794,0.6490588784217834,0.23359213769435883,0.25869229435920715,0.5506247282028198,0.13874056935310364,0.27502360939979553,0.4517565965652466,0.08323527872562408,0.17050626873970032,0.2866307199001312,0.13715502619743347,0.44341176748275757,0.5960808992385864,0.08975204825401306,0.3259768784046173,0.45965448021888733,0.4485412538051605,0.1704527586698532,0.7251078486442566,0.41058745980262756,0.1678396463394165,0.6858430504798889,0.5114949345588684,0.34360799193382263,0.7273119688034058,0.25460976362228394,0.18253542482852936,0.3798806369304657,0.5740440487861633,0.47812315821647644,0.7123684287071228,0.33881497383117676,0.29285886883735657,0.4515060484409332,downdog,0
yoga_poses_dataset/DATASET/TRAIN/downdog/00000137.jpg,0.2499699741601944,0.36970674991607666,0.5561767220497131,0.21759788691997528,0.3425167202949524,0.5106405019760132,0.2334519326686859,0.3701789081096649,0.5456827282905579,0.2539510428905487,0.40542614459991455,0.6508352160453796,0.2742135226726532,0.44782212376594543,0.7109183669090271,0.2183082103729248,0.26869329810142517,0.5237574577331543,0.3124340772628784,0.37940922379493713,0.7340429425239563,0.23489096760749817,0.5321705341339111,0.7633408904075623,0.15523357689380646,0.3388208746910095,0.4939975440502167,0.14223267138004303,0.6123277544975281,0.7258670926094055,0.07203003764152527,0.28109484910964966,0.33977535367012024,0.4364631175994873,0.10895427316427231,0.7001107931137085,0.35614854097366333,0.0967545360326767,0.5694827437400818,0.2171763926744461,0.12532974779605865,0.2898133099079132,0.2004980742931366,0.11836156994104385,0.2637271583080292,0.011013303883373737,0.008363344706594944,0.012806201353669167,0.02326621301472187,0.01728130877017975,0.027195269241929054,downdog,0
yoga_poses_dataset/DATASET/TRAIN/downdog/00000138.jpg,0.24235865473747253,0.38862860202789307,0.5535659193992615,0.20835812389850616,0.3468440771102905,0.49124813079833984,0.19722110033035278,0.325585275888443,0.46549078822135925,0.2542697787284851,0.44622817635536194,0.6711187958717346,0.2608824670314789,0.45881468057632446,0.6913537383079529,0.259259432554245,0.3523986041545868,0.6571164727210999,0.27769026160240173,0.3845679759979248,0.705059289932251,0.1388741284608841,0.37124210596084595,0.5210989713668823,0.18652543425559998,0.48035353422164917,0.6798859238624573,0.10913694649934769,0.6468497514724731,0.7737122774124146,0.06913790106773376,0.3782282769680023,0.4569128453731537,0.25674015283584595,0.08269911259412766,0.4401431977748871,0.23859362304210663,0.09296966344118118,0.4298415780067444,0.31263357400894165,0.19143076241016388,0.41153186559677124,0.15239045023918152,0.0920218676328659,0.19983536005020142,0.26041412353515625,0.22861474752426147,0.29106441140174866,0.1350075751543045,0.11809774488210678,0.15218016505241394,downdog,0
