nose_x,nose_y,nose_score,left_eye_x,left_eye_y,left_eye_score,right_eye_x,right_eye_y,right_eye_score,left_ear_x,left_ear_y,left_ear_score,right_ear_x,right_ear_y,right_ear_score,left_shoulder_x,left_shoulder_y,left_shoulder_score,right_shoulder_x,right_shoulder_y,right_shoulder_score,left_elbow_x,left_elbow_y,left_elbow_score,right_elbow_x,right_elbow_y,right_elbow_score,left_wrist_x,left_wrist_y,left_wrist_score,right_wrist_x,right_wrist_y,right_wrist_score,left_hip_x,left_hip_y,left_hip_score,right_hip_x,right_hip_y,right_hip_score,left_knee_x,left_knee_y,left_knee_score,right_knee_x,right_knee_y,right_knee_score,left_ankle_x,left_ankle_y,left_ankle_score,right_ankle_x,right_ankle_y,right_ankle_score,label,correctness,image_path
-0.4677105490647882,0.0146973501689489,0.420845478773117,-0.4870571766579808,0.0241023993071932,0.5740204453468323,-0.4886488506058192,0.0316840306505114,0.4907801747322082,-0.483530790464629,0.0808571256253431,0.6469634175300598,-0.4841808411106558,0.0961326230002551,0.6914564371109009,-0.3903538788670754,0.0515473435965638,0.7089094519615173,-0.3960238090451484,0.0954565426161185,0.7431198358535767,-0.2199182797361767,0.0516390910004716,0.3019841313362121,-0.1913565310177918,0.148009990025439,0.1740320324897766,-0.084522023676051,0.0677732728158417,0.2799634337425232,-0.0927040215264944,0.1302785918084884,0.2951878607273102,-0.0098874900447695,-0.009106597901476,0.621734619140625,0.0098874900447695,0.009106597901476,0.5581642985343933,0.1180167046834043,-0.1313605084706446,0.5942702889442444,0.1216571070680203,-0.1341712748107539,0.5326534509658813,0.122041218906819,0.1256730106936572,0.5697014331817627,0.1408167758198084,0.1323186106750999,0.5173676013946533,bridge,1,YogaSinglePose-PTIT-main/dataset/bridge/br10_0000.jpg
-0.4686014929977813,0.0182475978281427,0.522114098072052,-0.4855596535694949,0.0283127554928219,0.4429478347301483,-0.4956381509562134,0.0357254365985265,0.4753954410552978,-0.4910069835650861,0.0879771797323166,0.560249924659729,-0.4797706294486691,0.0962310938150339,0.6543148756027222,-0.3957225947705824,0.0644604436041515,0.5455948114395142,-0.3883648816245653,0.0943061252097713,0.6144505739212036,-0.2534112219114018,0.0318708278900108,0.2769980728626251,-0.2163527993140683,0.0730730249214685,0.1447466015815735,-0.06064450451789,0.074056115720791,0.371577501296997,-0.0660379565699915,0.1201258060361593,0.2827562391757965,-0.0162427985127767,-0.005228600078572,0.5360763072967529,0.0162427985127767,0.0052285481730387,0.5887128710746765,0.1391810539613167,-0.1115395927297217,0.5667887926101685,0.1504402984178869,-0.1165807619278104,0.5792863368988037,0.1540236488097574,0.135387901404142,0.433283269405365,0.1653366673987509,0.1530368208120426,0.6433798670768738,bridge,1,YogaSinglePose-PTIT-main/dataset/bridge/br10_0001.jpg
-0.4724711784884478,0.0151140345978483,0.4345204532146454,-0.5036637891692858,0.0275838419694538,0.4719949960708618,-0.4986058013386914,0.0339630239265297,0.5784711837768555,-0.4917178187451144,0.0874229507380976,0.6205530166625977,-0.4796790342577735,0.0966394521157725,0.549624502658844,-0.3930002186485142,0.0676278096570707,0.6442542672157288,-0.3901717695696167,0.0955950234678682,0.6966100335121155,-0.1525466196628702,0.0967250184607225,0.3750789165496826,-0.1421749185409207,0.1559147533118759,0.3254732191562652,-0.0396572424244104,0.0897792163837374,0.2979467809200287,-0.0292767250482088,0.1405415857439546,0.3314640522003174,-0.0127863271254914,-0.0143174887305418,0.5979520678520203,0.0127863812129408,0.0143174346430924,0.5096004009246826,0.1793612299269643,-0.1407348942881084,0.4911395311355591,0.1865909911132968,-0.1439298399241369,0.5245829224586487,0.1868174011764831,0.1382726172416455,0.6312016844749451,0.2070715283531142,0.1451645482190287,0.661413848400116,bridge,1,YogaSinglePose-PTIT-main/dataset/bridge/br10_0002.jpg
-0.4703192291406323,-0.0002209597714983,0.462444543838501,-0.4860719872317877,0.0115294181825211,0.6061204075813293,-0.4866521390383536,0.0212061003327902,0.4590729773044586,-0.4820654760155106,0.0671624491261576,0.5426207184791565,-0.4833081893612531,0.0882661198812685,0.5587531924247742,-0.389787654587762,0.0439765026336953,0.6600568294525146,-0.3990300967652326,0.0893150962078017,0.7517766952514648,-0.1941920734654166,0.0742469320779089,0.3386072218418121,-0.184483296007974,0.144255694732318,0.2763673663139343,-0.0502407545257163,0.0826822779088159,0.3475954234600067,-0.052936972178506,0.1354516236067869,0.3237375617027282,-0.0076048400358768,-0.0182561920506915,0.4393302500247955,0.0076048929984299,0.0182562450132446,0.5464625358581543,0.1727383202343698,-0.1478474561953343,0.4601998627185821,0.1680677645274297,-0.1491912750549288,0.4997569322586059,0.1785806194659097,0.1186819844962718,0.4656908512115478,0.1848512798268548,0.1273775883130712,0.6273453235626221,bridge,1,YogaSinglePose-PTIT-main/dataset/bridge/br10_0003.jpg
-0.4732682498530102,0.0036888845715616,0.4386838376522064,-0.4896855556028095,0.0161551168644426,0.6017209887504578,-0.4911134774493871,0.0247218833856088,0.476029098033905,-0.4818479046426506,0.0726271404133843,0.5004210472106934,-0.4863673179724924,0.0900360236660829,0.5576298832893372,-0.3895438733929684,0.0511729791990309,0.6415292024612427,-0.3974572156247591,0.0924555230155599,0.746563732624054,-0.1622548899476352,0.0846361668432773,0.3636744320392608,-0.1502408938887967,0.1529745720879834,0.2720373570919037,-0.0299841197145385,0.0806508520968113,0.2695304453372955,-0.032873986252013,0.1506024753530638,0.294061928987503,-0.0054279270346517,-0.0223477114210196,0.65922611951828,0.0054279270346517,0.0223477114210196,0.6824272871017456,0.1872038471481395,-0.1513252013911411,0.4696022570133209,0.1928708624852472,-0.145214196127362,0.6170541048049927,0.2051622293728144,0.1182462589036056,0.4876932799816131,0.2123271236408866,0.1321963896328352,0.7060489058494568,bridge,1,YogaSinglePose-PTIT-main/dataset/bridge/br10_0004.jpg
-0.4852542991131884,0.0028738797721434,0.5720529556274414,-0.4987860135866708,0.0149525312639914,0.5940212607383728,-0.5004075835875706,0.0244851668209844,0.4670255482196808,-0.4966641039672324,0.0718759331930578,0.4779960811138153,-0.4922722829793441,0.0893581092487175,0.6707037687301636,-0.3841952873431908,0.0339778942713539,0.5973201394081116,-0.405367640340867,0.0948258505863088,0.7744050621986389,-0.1603695689111439,0.0837345940032282,0.4379578232765198,-0.1588993079609093,0.1538338447478189,0.3381889462471008,-0.0472556630995121,0.0648005125215129,0.209601804614067,-0.037916173959106,0.131128557433567,0.2506712675094604,-0.0052559086666599,-0.0213540341018629,0.6738675236701965,0.0052559086666599,0.0213540341018629,0.5858416557312012,0.1820416551887222,-0.1712154788332005,0.404979407787323,0.1849035735532174,-0.1595612092652402,0.5386016964912415,0.1979517605249018,0.1102606966748251,0.5561746954917908,0.2043667130561658,0.1276895149304688,0.6932468414306641,bridge,1,YogaSinglePose-PTIT-main/dataset/bridge/br10_0005.jpg
-0.4690239557913757,-0.0057171949887169,0.4586374759674072,-0.4833577271235629,-0.0001852829684168,0.6210429668426514,-0.4867894053794181,0.0132308244957048,0.6219995617866516,-0.4908413224234256,0.0504870700307499,0.4393151700496673,-0.4874151000217424,0.0793031631800067,0.679226279258728,-0.3846277257325902,0.0250108779468702,0.5158963799476624,-0.4078100282380967,0.0847269304473125,0.7257761359214783,-0.2170793084029607,0.0373744377026532,0.3050187826156616,-0.1868671648059593,0.1398157163712087,0.2358245551586151,-0.0373246867948072,0.044375865137767,0.3195843696594238,-0.0499885886218431,0.1152715030203014,0.3079909980297088,-0.0073992726428076,-0.0222791155574221,0.6758678555488586,0.0073992726428076,0.022279061539064,0.5293810963630676,0.1762736245913173,-0.1640103229082403,0.4701217412948608,0.1765282671315846,-0.1580005104734844,0.4899770617485046,0.1898769596847488,0.0976170071398764,0.5172080397605896,0.2024266126843207,0.1247405970919216,0.6718688011169434,bridge,1,YogaSinglePose-PTIT-main/dataset/bridge/br10_0006.jpg
-0.4721460788929501,-0.0060635184594297,0.5502214431762695,-0.5016455194732617,0.0023512463256704,0.4616024494171142,-0.5030149837387276,0.0135208428882973,0.4590463936328888,-0.4959468020173593,0.0594274574285572,0.5157005786895752,-0.4882325373798982,0.0791550561809908,0.755959689617157,-0.3876311417753473,0.0351143143891993,0.699903130531311,-0.4033719480658927,0.0845278652670457,0.8051997423171997,-0.1773634459143903,0.0652984600559061,0.3813274502754211,-0.1702567502080708,0.1165920559632002,0.2154470533132553,-0.0368543134817947,0.053256889564326,0.3435216844081878,-0.0441430851338249,0.1193826970919033,0.3188785910606384,-0.0101217132529691,-0.0184252094045796,0.4829224050045013,0.0101218214383201,0.0184252094045796,0.5933722257614136,0.1757042612789821,-0.1812923051208251,0.4392365515232086,0.1844544006521413,-0.1778348094886396,0.5274404287338257,0.1889121780395502,0.0972732896521455,0.4990584254264831,0.200890892842207,0.1206812458597973,0.7265332341194153,bridge,1,YogaSinglePose-PTIT-main/dataset/bridge/br10_0007.jpg
-0.4707402555351422,0.0088147933492561,0.5223553776741028,-0.4857598780210445,0.0131375642894137,0.668147623538971,-0.4852111994479205,0.0270839760208191,0.4944746792316437,-0.4833529475531585,0.0627348197629147,0.622773289680481,-0.4849342528045028,0.0924662832623985,0.5595561861991882,-0.3942117244618961,0.0304168582625225,0.6318470239639282,-0.3968367659989329,0.0889240189288439,0.7393974661827087,-0.2114160569254019,0.0428759429527324,0.3730469048023224,-0.1876191643562981,0.1399217651239096,0.271013855934143,-0.0275372026603542,0.0662002237508953,0.263885498046875,-0.0232212335206898,0.1370275990140223,0.3026632666587829,-0.0041010889257477,-0.0240683410904561,0.5519557595252991,0.0041011456074184,0.0240683977721269,0.5915390849113464,0.2005298885992613,-0.1596503874546458,0.5817886590957642,0.1985955699023162,-0.154116555936661,0.5318636298179626,0.2074041282677869,0.1180357250400491,0.6503923535346985,0.2291109409086497,0.1425336565133262,0.5756309032440186,bridge,1,YogaSinglePose-PTIT-main/dataset/bridge/br10_0008.jpg
-0.4609843194500187,0.0045821829317902,0.6042544841766357,-0.4782716824711754,0.0131463835663608,0.6178803443908691,-0.4786185185421555,0.0201896913934846,0.5191088318824768,-0.4903111851262626,0.0670617811790519,0.4997514486312866,-0.4809285408554577,0.0823127013150413,0.7374762892723083,-0.3859642968520367,0.0364808902775972,0.69533771276474,-0.4043427077120902,0.0876752940896388,0.7336139678955078,-0.2162867673448332,0.0799945330007336,0.3383537530899048,-0.219852306404657,0.1562842417976905,0.3276748955249786,-0.040448222232086,0.0824089618057963,0.2247975766658783,-0.0241415344728221,0.1436721670578444,0.3050150275230407,-0.0068135561790465,-0.0186066136206156,0.495891124010086,0.0068136135452507,0.0186066709868199,0.6058661937713623,0.2144947618560347,-0.1747457189215182,0.4802640974521637,0.2229945976094212,-0.1677426821697877,0.5873181819915771,0.234248240632296,0.1306159631645865,0.4794324040412903,0.2566203719007998,0.1483771136667595,0.4996503591537475,bridge,1,YogaSinglePose-PTIT-main/dataset/bridge/br10_0009.jpg
